============================== SRIM-2006.02 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ni(1.68 GeV) ==> Mylar(  5 um) ============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  233 28 .1671102E+10   5021802E-02 -.6857E+01 -.1245E+01   .9999999 -.0002080 -.0000894
T  234 28 .1670976E+10   5019200E-02  .4339E+01  .3486E+01   .9999999  .0000964  .0003965
T  235 28 .1671047E+10   5031703E-02 -.1474E+02 -.1407E+02   .9999998 -.0003844 -.0004113
T  236 28 .1671219E+10   5021494E-02  .8482E+01  .2954E+01   .9999999  .0002193  .0002240
T  237 28 .1671105E+10   5016751E-02  .1054E+01 -.9825E+01   .9999999  .0000255 -.0002473
T  238 28 .1671457E+10   5020240E-02  .1954E+01 -.2993E+00   .9999999 -.0001444 -.0000194
T  239 28 .1671326E+10   5004183E-02  .5007E-02 -.7036E+00   .9999999 -.0000505 -.0000177
T  240 28 .1671498E+10   5000411E-02  .8269E+00  .6322E+01   .9999999 -.0001042  .0002612
T  241 28 .1671050E+10   5005222E-02 -.1709E+01  .4982E+01   .9999999  .0000138  .0001305
T  242 28 .1671193E+10   5039255E-02 -.2017E+02 -.2579E+00   .9999998 -.0006571 -.0002244
T  243 28 .1671288E+10   5033764E-02  .7533E+00 -.2197E+01   .9999999  .0001070 -.0000356
T  244 28 .1670861E+10   5045112E-02  .6589E+01  .1640E+01   .9999999  .0003415 -.0000957
T  245 28 .1671389E+10   5015489E-02 -.8305E+01 -.1249E+01   .9999999 -.0001418 -.0000440
T  246 28 .1671245E+10   5024203E-02  .2961E+01  .4605E+01   .9999999 -.0000136  .0001867
T  247 28 .1671225E+10   5001233E-02  .7756E+01 -.2972E+01   .9999999 -.0001455 -.0000038
T  248 28 .1671053E+10   5014736E-02  .5491E+01 -.3906E+01   .9999999  .0001887 -.0001350
T  249 28 .1671066E+10   5026865E-02  .8010E-02 -.9150E+01   .9999999 -.0000457 -.0001512
T  250 28 .1671577E+10   5013306E-02 -.2918E+01 -.1169E+01   .9999999 -.0000803  .0000028
T  251 28 .1671249E+10   5027153E-02  .8682E+01  .6553E+01   .9999999  .0002398  .0001820
T  252 28 .1671260E+10   5038829E-02 -.2040E+02  .5334E+01   .9999998 -.0006076  .0001856
T  253 28 .1671227E+10   5002725E-02  .2848E+01 -.6123E+00   .9999999 -.0001764  .0000643
T  254 28 .1671102E+10   5001624E-02  .3864E+01 -.5387E+01   .9999999  .0000327 -.0002956
T  255 28 .1671314E+10   5039489E-02  .8567E+01  .9777E+01   .9999999  .0002174  .0001569
T  256 28 .1671324E+10   5014629E-02 -.4742E-01 -.2077E+01   .9999999 -.0002184  .0000154
T  257 28 .1670958E+10   5010278E-02 -.1439E+01 -.1066E+02   .9999999 -.0000464 -.0004306
T  258 28 .1671260E+10   5016840E-02  .1986E+01  .3191E+01   .9999999  .0000649  .0000632
T  259 28 .1671574E+10   5008840E-02 -.1166E+01 -.3492E+01   .9999999  .0001366 -.0002528
T  260 28 .1671155E+10   5024320E-02 -.6425E+01  .8571E+01   .9999999 -.0002597  .0002867
T  261 28 .1671170E+10   5004364E-02 -.1046E+02  .1052E+02   .9999998 -.0004249  .0004013
T  262 28 .1671187E+10   5013675E-02  .6818E+01  .6807E+01   .9999999  .0001546  .0002953
T  263 28 .1671533E+10   5012690E-02 -.2380E+02  .3377E+01   .9999998 -.0006325  .0001928
T  264 28 .1670871E+10   5027335E-02  .3191E+01 -.1099E+02   .9999999  .0001449 -.0004739
T  265 28 .1671079E+10   5014002E-02  .3212E+01 -.1630E+01   .9999999  .0000529 -.0001565
T  266 28 .1671363E+10   5006165E-02  .4269E+01  .2393E+01   .9999999  .0002770  .0000560
T  267 28 .1670906E+10   5004805E-02 -.3454E+01 -.2082E+01   .9999999 -.0000633 -.0000523
T  268 28 .1671494E+10   5008281E-02 -.1900E+02  .1004E+02   .9999997 -.0006107  .0004821
T  269 28 .1671086E+10   5025203E-02 -.5387E+02  .7093E+02   .9999962 -.0015235  .0022885
T  270 28 .1670866E+10   5025051E-02  .1128E+02  .1202E+02   .9999999  .0002825  .0002892
T  271 28 .1671303E+10   5028606E-02  .7105E+01  .2152E+02   .9999997  .0002887  .0007680
T  272 28 .1671090E+10   5009416E-02 -.1710E+01  .5770E+01   .9999999  .0000322  .0002596
T  273 28 .1671195E+10   5009549E-02 -.5510E+01  .3613E+00   .9999999 -.0003954  .0000852
T  274 28 .1671364E+10   5005071E-02 -.8610E+01 -.7144E+01   .9999999 -.0003758 -.0001147
T  275 28 .1670904E+10   5025187E-02 -.2406E+01 -.1471E+01   .9999999 -.0000243 -.0000403
T  276 28 .1670874E+10   5011360E-02 -.2798E+01  .5785E+01   .9999999 -.0001964  .0001090
T  277 28 .1671208E+10   5008097E-02  .5499E+01  .3258E+01   .9999999  .0001803  .0001963
T  278 28 .1671120E+10   5038413E-02 -.5871E+01 -.3973E+01   .9999999 -.0003177 -.0002758
T  279 28 .1671251E+10   5011806E-02  .1797E+02 -.8885E+01   .9999996  .0006866 -.0005179
T  280 28 .1671167E+10   5030960E-02 -.1217E+02 -.1160E+02   .9999999 -.0002791 -.0004520
T  281 28 .1671233E+10   5029637E-02  .7145E+01  .2211E+01   .9999999  .0002752  .0001283
T  282 28 .1670828E+10   5010069E-02 -.6076E+01  .1397E+02   .9999998 -.0001703  .0005368
T  283 28 .1671247E+10   5015687E-02 -.4987E+01 -.2438E+01   .9999999 -.0000282 -.0000384
T  284 28 .1671134E+10   5019412E-02 -.4775E+01 -.4478E+00   .9999999 -.0001031 -.0001713
T  285 28 .1671146E+10   5004821E-02 -.2319E+01 -.1477E+02   .9999999 -.0000458 -.0004328
T  286 28 .1670773E+10   5020520E-02 -.5553E+01  .3060E+01   .9999998 -.0003906  .0004136
T  287 28 .1671219E+10   5002186E-02  .5910E+01  .1407E+02   .9999999  .0003311  .0002975
T  288 28 .1671398E+10   5008872E-02 -.9054E+00 -.1554E+01   .9999999 -.0000560 -.0001429
T  289 28 .1671065E+10   5018494E-02  .8119E+01  .3967E+01   .9999999  .0003503  .0002026
T  290 28 .1671007E+10   5022256E-02  .2048E+01 -.1373E+01   .9999999  .0001752  .0000878
T  291 28 .1670985E+10   5021440E-02  .3356E+01  .4000E+01   .9999999  .0001277 -.0000107
T  292 28 .1671032E+10   5016899E-02  .4220E+01  .1451E+01   .9999999  .0001228  .0000052
T  293 28 .1670949E+10   5005711E-02 -.1337E+02  .6178E+01   .9999999 -.0004484  .0000290
T  294 28 .1671419E+10   5017742E-02 -.1538E+01 -.3920E+01   .9999999 -.0001737 -.0001428
T  295 28 .1671312E+10   5032968E-02 -.1340E+02  .8326E+01   .9999999 -.0002642  .0000227
T  296 28 .1671356E+10   5013393E-02  .2041E+01  .1394E+02   .9999998  .0000182  .0006122
T  297 28 .1671114E+10   5026098E-02  .7858E+01 -.3144E+01   .9999999  .0002951  .0000382
T  298 28 .1671449E+10   5002964E-02 -.9901E+01 -.3765E+01   .9999999 -.0002422 -.0002066
T  299 28 .1671133E+10   5028537E-02 -.1741E+01 -.2562E+01   .9999999  .0000320 -.0001859
T  300 28 .1671067E+10   5027473E-02  .5031E+01 -.6829E+00   .9999999  .0001318 -.0001295
T  301 28 .1671101E+10   5019103E-02 -.1537E+00 -.8002E+01   .9999999  .0000679 -.0002455
T  302 28 .1671295E+10   5002041E-02  .7070E+01 -.4687E+01   .9999999  .0002667 -.0001539
T  303 28 .1671443E+10   5001514E-02  .7327E+01  .1282E+00   .9999999  .0001597 -.0000717
T  304 28 .1670927E+10   5034125E-02  .8532E+01 -.3056E+01   .9999999  .0002492  .0000438
T  305 28 .1670875E+10   5008495E-02 -.1912E+01  .2262E+01   .9999998  .0006482 -.0000860
T  306 28 .1671240E+10   5007275E-02 -.9936E+00 -.3288E+01   .9999999 -.0000431 -.0002171
T  307 28 .1671039E+10   5006504E-02 -.6173E-01 -.3023E+01   .9999999 -.0001115 -.0004313
T  308 28 .1671166E+10   5035450E-02  .8077E+01 -.9159E+01   .9999997  .0002984 -.0007305
T  309 28 .1670948E+10   5025614E-02 -.3197E+00  .1105E+00   .9999999 -.0000199  .0000992
T  310 28 .1671749E+10   5027662E-02  .7746E+01  .1154E+02   .9999999  .0003360  .0002517
T  311 28 .1671495E+10   5011916E-02  .1157E+02 -.2540E+02   .9999997  .0002048 -.0007678
T  312 28 .1671450E+10   5021907E-02  .2611E+01  .7047E-01   .9999999  .0002686  .0000112
T  313 28 .1671249E+10   5000012E-02  .1394E+02 -.7600E+01   .9999999  .0002968 -.0002217
T  314 28 .1671408E+10   5011945E-02  .1859E+01  .4668E+01   .9999999  .0001309  .0002014
T  315 28 .1670762E+10   5014954E-02 -.8789E+01 -.7359E+01   .9999999 -.0001154 -.0002355
T  316 28 .1671228E+10   5022324E-02 -.3989E+01  .1445E+02   .9999999 -.0001021  .0003904
T  317 28 .1671576E+10   5003355E-02 -.3053E+02 -.1292E+02   .9999998 -.0005883 -.0002668
T  318 28 .1671052E+10   5028169E-02 -.5372E+01  .8253E+01   .9999999 -.0001084  .0002554
T  319 28 .1671217E+10   5022278E-02 -.2828E+01 -.1167E+02   .9999999 -.0001891  .0000444
T  320 28 .1670740E+10   5011316E-02  .5127E+01  .1752E+01   .9999998  .0005361 -.0002683
T  321 28 .1670980E+10   5028396E-02  .3223E+01 -.2173E+01   .9999999  .0000763 -.0001199
T  322 28 .1670755E+10   5010112E-02 -.5235E+01  .1379E+02   .9999999 -.0001771  .0004689
T  323 28 .1670769E+10   5001931E-02  .1053E+02  .3390E+01   .9999999  .0004498  .0000507
T  324 28 .1671390E+10   5036866E-02  .2980E+01 -.1437E+02   .9999999 -.0000235 -.0003371
T  325 28 .1671431E+10   5001787E-02  .9188E+00 -.4226E+01   .9999999 -.0000019 -.0001590
T  326 28 .1671166E+10   5006648E-02  .3475E+01 -.4840E+01   .9999999  .0002390 -.0004019
T  327 28 .1671163E+10   5005798E-02 -.3095E+01  .5480E+01   .9999999 -.0000780  .0003426
T  328 28 .1671032E+10   5009154E-02 -.3543E+01 -.8192E+00   .9999999 -.0003111  .0000995
T  329 28 .1671398E+10   5004091E-02 -.2730E+01  .7736E+00   .9999999 -.0001012 -.0000732
T  330 28 .1671377E+10   5007794E-02  .5921E+01  .6989E+02   .9999987  .0002502  .0016188
T  331 28 .1671540E+10   5039420E-02  .1474E+02 -.6301E+01   .9999999  .0004567 -.0002412
T  332 28 .1671252E+10   5019332E-02  .6970E+01  .3700E+01   .9999999  .0004739  .0000361
T  333 28 .1671274E+10   5005037E-02  .1049E+02  .2623E+01   .9999996  .0007697  .0004751
T  334 28 .1671451E+10   5002638E-02 -.9386E+01 -.3881E+00   .9999999 -.0003209  .0001163
T  335 28 .1671143E+10   5020901E-02  .4178E+01 -.9387E+01   .9999999  .0002566 -.0003677
T  336 28 .1671122E+10   5041085E-02  .2686E+01  .8597E+01   .9999999  .0000354  .0002673
T  337 28 .1670961E+10   5024309E-02 -.6156E+01  .9251E+00   .9999999 -.0003108 -.0000826
T  338 28 .1671026E+10   5008798E-02 -.5996E+01 -.6891E+01   .9999999 -.0003257 -.0001425
T  339 28 .1671082E+10   5021073E-02  .4766E+01  .3817E+00   .9999999  .0002097  .0000199
T  340 28 .1671149E+10   5006537E-02 -.3496E+01  .9887E+00   .9999999 -.0002060  .0001247
T  341 28 .1671190E+10   5034492E-02  .3764E+00 -.7188E+01   .9999999 -.0000035 -.0003594
T  342 28 .1671435E+10   5026424E-02 -.2271E+01 -.1475E+01   .9999999 -.0000575  .0000188
T  343 28 .1671117E+10   5022341E-02  .1225E+02  .8938E+00   .9999970  .0023853  .0005770
T  344 28 .1671147E+10   5001983E-02  .1494E+01 -.2221E+01   .9999999 -.0001649 -.0002344
T  345 28 .1671206E+10   5033571E-02 -.1320E+02  .1536E+01   .9999999 -.0005275  .0000560
T  346 28 .1671198E+10   5012967E-02  .4468E+01 -.2469E+01   .9999999 -.0000070 -.0001661
T  347 28 .1671277E+10   5020471E-02  .3480E+01  .3965E+01   .9999999  .0000820  .0001331
T  348 28 .1671054E+10   5020632E-02  .7231E+00  .2013E+02   .9999998 -.0000086  .0005514
T  349 28 .1671145E+10   5013509E-02 -.1137E+02 -.4170E+00   .9999999 -.0003363  .0000979
T  350 28 .1671326E+10   5017222E-02 -.1802E+01  .2099E+01   .9999999 -.0000263  .0001233
T  351 28 .1671647E+10   5001438E-02  .5784E+01 -.4683E+01   .9999999  .0001463 -.0003140
T  352 28 .1671068E+10   5016333E-02  .5875E+01 -.1327E+02   .9999999  .0001617 -.0003247
T  353 28 .1671187E+10   5004731E-02  .2420E+01 -.1216E+02   .9999999  .0000760 -.0004833
T  354 28 .1670988E+10   5036193E-02  .2880E+01  .3732E+00   .9999999  .0001600  .0001145
T  355 28 .1670915E+10   5047198E-02  .4225E+01 -.6156E+00   .9999999  .0000253 -.0000127
T  356 28 .1670972E+10   5019730E-02 -.1436E+01 -.4016E+01   .9999999  .0000228 -.0001712
T  357 28 .1671309E+10   5004040E-02  .1655E+02  .1184E+02   .9999998  .0005704  .0002396
T  358 28 .1671210E+10   5012995E-02 -.9545E+01 -.2307E+01   .9999999 -.0005139 -.0000696
T  359 28 .1671663E+10   5011980E-02  .3916E+01 -.1446E+01   .9999999 -.0000073 -.0000411
T  360 28 .1671294E+10   5018268E-02 -.6609E+01 -.5937E+00   .9999999 -.0000620  .0001565
T  361 28 .1671114E+10   5004152E-02 -.2876E+01  .1316E+01   .9999999 -.0003911 -.0000219
T  362 28 .1671067E+10   5024012E-02  .1076E+01  .1460E+02   .9999999 -.0000208  .0002474
T  363 28 .1671307E+10   5034094E-02 -.5672E+01  .1421E+01   .9999999 -.0002525 -.0000179
T  364 28 .1671281E+10   5029975E-02  .5931E+00 -.7633E+01   .9999999  .0001308 -.0002239
T  365 28 .1671026E+10   5015910E-02 -.3542E+01  .2770E+01   .9999999 -.0000820  .0001189
T  366 28 .1671068E+10   5025009E-02 -.8532E+01 -.2177E+01   .9999999 -.0002199 -.0000364
T  367 28 .1671161E+10   5002497E-02 -.3175E+01  .6459E+01   .9999999 -.0000478 -.0000127
T  368 28 .1671215E+10   5020512E-02  .2039E+02  .1475E+02   .9999996  .0007672  .0005160
T  369 28 .1671556E+10   5000275E-02 -.3241E+01 -.5215E+00   .9999999 -.0000116  .0000547
T  370 28 .1671487E+10   5009744E-02 -.1568E+02  .1134E+02   .9999999 -.0003828  .0002401
T  371 28 .1670980E+10   5024515E-02 -.1317E+01  .8038E+00   .9999999  .0000619 -.0001741
T  372 28 .1671020E+10   5002823E-02  .1867E+01  .4983E+01   .9999999  .0000361  .0002905
T  373 28 .1670596E+10   5020247E-02 -.8432E+01  .6364E+01   .9999998 -.0005509  .0000894
T  374 28 .1671253E+10   5024663E-02 -.2667E+01 -.4509E+01   .9999999 -.0001499 -.0001435
T  375 28 .1671138E+10   5024397E-02  .7147E+01 -.1606E+02   .9999995  .0003833 -.0008764
T  376 28 .1670993E+10   5012227E-02 -.1166E+02 -.1584E+01   .9999999 -.0001736 -.0000705
T  377 28 .1671102E+10   5016569E-02  .3915E+01  .1326E+02   .9999998  .0002744  .0005946
T  378 28 .1671420E+10   5004208E-02 -.2392E+00 -.3148E+01   .9999999 -.0000427 -.0002196
T  379 28 .1670413E+10   5001281E-02  .7334E+01 -.1663E+01   .9999999  .0002416  .0002527
T  380 28 .1671191E+10   5019477E-02  .1684E+01 -.1536E+01   .9999999 -.0002095 -.0000773
T  381 28 .1671076E+10   5038858E-02 -.2286E+01  .3563E+01   .9999999  .0000366  .0000901
T  382 28 .1671186E+10   5011070E-02  .6906E+01 -.2255E+01   .9999999  .0000827  .0000054
T  383 28 .1671182E+10   5017356E-02 -.3337E+01 -.4409E+01   .9999999 -.0000489 -.0001881
T  384 28 .1671138E+10   5044018E-02  .7238E+01 -.8808E+01   .9999999  .0000814 -.0002795
T  385 28 .1671171E+10   5001291E-02  .3510E+01 -.5804E+01   .9999999  .0001280 -.0001866
T  386 28 .1671445E+10   5020464E-02  .2750E+01 -.1079E+02   .9999999 -.0000589 -.0003877
T  387 28 .1671212E+10   5019293E-02 -.9568E+00 -.3070E+01   .9999995  .0005133  .0008278
T  388 28 .1671045E+10   5042966E-02 -.2414E+01 -.1956E+02   .9999996 -.0002029 -.0008176
T  389 28 .1671174E+10   5018979E-02 -.4465E+01 -.4963E+01   .9999999 -.0002194 -.0000679
T  390 28 .1670963E+10   5024545E-02  .5020E+01  .1177E+02   .9999999  .0002525  .0003913
T  391 28 .1671602E+10   5006221E-02 -.1121E+01 -.7518E+01   .9999999 -.0000621 -.0002288
T  392 28 .1671176E+10   5003755E-02  .2720E+01 -.1150E+01   .9999999  .0000186  .0004595
T  393 28 .1670920E+10   5032004E-02 -.5557E+01  .4700E+01   .9999999 -.0002254 -.0000430
T  394 28 .1670977E+10   5024270E-02 -.2132E+02  .9737E+00   .9999998 -.0006321  .0000410
T  395 28 .1671198E+10   5001421E-02 -.1236E+02  .5646E+01   .9999999 -.0002611  .0003533
T  396 28 .1671261E+10   5030990E-02 -.1472E+01 -.6728E+00   .9999999  .0001349  .0000180
T  397 28 .1671050E+10   5045288E-02  .1008E+02  .2072E+01   .9999999  .0002959  .0000691
T  398 28 .1671066E+10   5009728E-02  .3728E+01  .2116E+01   .9999999  .0000310  .0000582
T  399 28 .1671122E+10   5016001E-02  .4502E+01 -.1689E+01   .9999999  .0000557 -.0000195
T  400 28 .1670971E+10   5003377E-02  .2299E+02 -.1594E+02   .9999996  .0006869 -.0005378
T  401 28 .1671357E+10   5031896E-02 -.1493E+01  .1545E+02   .9999999  .0001286  .0005009
T  402 28 .1671254E+10   5021283E-02  .9624E+00  .1333E+02   .9999999 -.0000577  .0002535
T  403 28 .1671232E+10   5033336E-02 -.2214E+01 -.3779E+01   .9999999 -.0001679 -.0000723
T  404 28 .1671328E+10   5015718E-02 -.1864E+02  .4057E+00   .9999998 -.0005714  .0001220
T  405 28 .1670937E+10   5005749E-02  .1107E+02 -.2137E+02   .9999998  .0001543 -.0005777
T  406 28 .1671119E+10   5014647E-02  .2120E+00 -.3722E+01   .9999999 -.0001045 -.0003346
T  407 28 .1671193E+10   5030176E-02 -.2812E+02 -.4426E+01   .9999994 -.0010672 -.0000453
T  408 28 .1671038E+10   5018918E-02 -.6398E+01 -.2432E+01   .9999999 -.0001457  .0001266
T  409 28 .1671291E+10   5007293E-02  .5159E+01 -.1067E+01   .9999999  .0000679 -.0000319
T  410 28 .1671230E+10   5003710E-02  .4769E+01  .1053E+01   .9999999  .0000190  .0000383
T  411 28 .1670855E+10   5012837E-02  .5825E+00 -.3364E-01   .9999999  .0000858  .0001671
T  412 28 .1671651E+10   5007432E-02  .5578E+00 -.8644E+01   .9999999  .0000927 -.0002781
T  413 28 .1671348E+10   5002076E-02  .8333E+01 -.7696E+01   .9999999  .0002338 -.0001987
T  414 28 .1671105E+10   5019261E-02  .3506E+01  .2146E+01   .9999999  .0002052 -.0001295
T  415 28 .1670913E+10   5002524E-02 -.8586E+00 -.1164E+01   .9999999 -.0002250  .0001147
T  416 28 .1671583E+10   5019763E-02  .2993E+01  .1304E+02   .9999999  .0000832  .0001405
T  417 28 .1671180E+10   5004018E-02 -.2878E+01  .1887E+01   .9999999 -.0001915  .0001088
T  418 28 .1671316E+10   5012105E-02 -.7517E+01  .1036E+02   .9999999 -.0001876  .0001658
T  419 28 .1671193E+10   5034358E-02 -.1383E+02 -.4957E+01   .9999998 -.0006793 -.0001606
T  420 28 .1671209E+10   5029833E-02  .2642E+01  .1533E+02   .9999999  .0002595  .0004453
T  421 28 .1671353E+10   5002776E-02 -.2556E+01 -.8629E+00   .9999999 -.0002245  .0000249
T  422 28 .1671276E+10   5003917E-02 -.5090E+01 -.4520E+01   .9999999 -.0000670 -.0000518
T  423 28 .1671020E+10   5001212E-02  .8575E+01 -.4247E+02   .9999997  .0001048 -.0008143
T  424 28 .1671076E+10   5030072E-02 -.6501E+01 -.1769E+02   .9999999 -.0003513 -.0003469
T  425 28 .1671279E+10   5005537E-02  .1225E+02 -.1862E+01   .9999999  .0004418 -.0001102
T  426 28 .1671463E+10   5022103E-02  .2698E+00  .1518E+02   .9999999  .0000938  .0003689
T  427 28 .1671098E+10   5017137E-02  .1313E+01 -.9245E+00   .9999999 -.0001979 -.0000163
T  428 28 .1671187E+10   5000566E-02  .4895E+01  .8955E+01   .9999998  .0000439  .0006473
T  429 28 .1671607E+10   5001471E-02  .8526E+01  .1864E+01   .9999999  .0003590  .0003728
T  430 28 .1671382E+10   5017444E-02 -.2070E+01 -.1387E+01   .9999999 -.0000232 -.0001209
T  431 28 .1671021E+10   5011505E-02  .8323E+00 -.7759E+00   .9999999 -.0000529 -.0001208
T  432 28 .1670987E+10   5022070E-02  .3560E+01  .3975E+01   .9999998 -.0003788  .0004724
T  433 28 .1671140E+10   5005326E-02  .7694E+01 -.4089E+01   .9999999  .0001794 -.0000727
T  434 28 .1671620E+10   5002555E-02 -.4279E+01  .6641E+00   .9999999 -.0002582  .0001634
T  435 28 .1671056E+10   5037896E-02 -.9365E+01 -.6438E+01   .9999999 -.0002119 -.0002063
T  436 28 .1671337E+10   5004340E-02  .2174E+01  .8416E+01   .9999999  .0000179  .0002314
T  437 28 .1671402E+10   5007083E-02 -.5757E+01 -.3488E+01   .9999999 -.0002011 -.0001998
T  438 28 .1671096E+10   5035489E-02 -.4857E+00 -.9826E+01   .9999999 -.0000514 -.0002456
T  439 28 .1670722E+10   5015501E-02 -.5207E+01 -.6912E+01   .9999999 -.0000590 -.0002336
T  440 28 .1670908E+10   5026856E-02  .4233E+01 -.4820E+01   .9999999 -.0001409 -.0002979
T  441 28 .1671001E+10   5022218E-02 -.3181E+01 -.9951E+01   .9999999 -.0001526 -.0000892
T  442 28 .1671071E+10   5012869E-02  .9191E+01 -.4765E+02   .9999985  .0003495 -.0016728
T  443 28 .1671206E+10   5010832E-02 -.9669E+01  .2000E+01   .9999999 -.0004107  .0000668
T  444 28 .1671391E+10   5010226E-02  .7110E+01  .2634E+00   .9999999  .0002652  .0000606
T  445 28 .1671267E+10   5006841E-02 -.9694E+01 -.9933E+00   .9999999 -.0002278 -.0000306
T  446 28 .1670959E+10   5014492E-02 -.3939E+02  .1497E+01   .9999996 -.0009211  .0000591
T  447 28 .1670887E+10   5002920E-02  .2792E+01  .9718E+00   .9999999  .0001683 -.0000685
T  448 28 .1671287E+10   5028940E-02  .3615E+00 -.7221E+01   .9999999 -.0000368 -.0004384
T  449 28 .1670902E+10   5016525E-02 -.3064E+01  .2151E+01   .9999999 -.0001180 -.0000630
T  450 28 .1671475E+10   5004427E-02 -.1577E+00 -.1282E+02   .9999999  .0001060 -.0003629
T  451 28 .1671475E+10   5013357E-02 -.3449E+01 -.1085E+00   .9999999 -.0001268  .0000724
T  452 28 .1671194E+10   5013377E-02  .1362E+01  .7143E+01   .9999999  .0001899  .0002379
T  453 28 .1670979E+10   5037723E-02  .5236E-01  .8916E+01   .9999999 -.0001181  .0001645
T  454 28 .1671406E+10   5038182E-02  .5385E+00 -.5934E+01   .9999999 -.0000254 -.0002458
T  455 28 .1670835E+10   5033521E-02 -.6026E+01 -.2234E+01   .9999999 -.0000581 -.0002805
T  456 28 .1671483E+10   5026975E-02  .9106E+01  .1637E+01   .9999999  .0003580 -.0000383
T  457 28 .1671157E+10   5020384E-02 -.3027E+01 -.2384E+01   .9999999 -.0001443 -.0001969
T  458 28 .1671045E+10   5016263E-02  .1306E+02 -.3998E+01   .9999999  .0002163 -.0001610
T  459 28 .1671218E+10   5034260E-02  .5820E+01  .7568E+01   .9999999  .0000978  .0002300
T  460 28 .1671551E+10   5008532E-02  .9899E+01  .1227E+02   .9999999  .0003754  .0001920
T  461 28 .1671583E+10   5008622E-02 -.1569E+01 -.5636E+01   .9999999 -.0001063 -.0002218
T  462 28 .1671228E+10   5010127E-02  .6074E+01  .1194E+02   .9999997  .0005008  .0005914
T  463 28 .1670908E+10   5003686E-02  .1034E+01 -.9811E+01   .9999998 -.0000367 -.0006046
T  464 28 .1670904E+10   5033381E-02  .1634E+01 -.9809E+01   .9999999  .0002258 -.0003636
T  465 28 .1671380E+10   5018572E-02  .2660E+01 -.4593E+01   .9999999  .0001354 -.0001660
T  466 28 .1671111E+10   5019486E-02 -.1391E+02 -.1461E+02   .9999988 -.0008453 -.0013194
T  467 28 .1671190E+10   5007897E-02 -.2381E+01  .3741E+01   .9999999 -.0000421  .0000401
T  468 28 .1671209E+10   5004178E-02 -.1312E+02  .8054E+01   .9999998 -.0006157  .0001417
T  469 28 .1671088E+10   5017714E-02 -.9817E+01 -.7424E+01   .9999998 -.0003626 -.0004789
T  470 28 .1671607E+10   5023971E-02  .6348E+01  .1096E+02   .9999999  .0002156  .0003178
T  471 28 .1671244E+10   5018311E-02 -.5107E+01  .2751E+02   .9999998 -.0001140  .0006213
T  472 28 .1671100E+10   5013399E-02 -.2126E+01  .1052E+01   .9999999  .0000869  .0000914
T  473 28 .1670747E+10   5011728E-02 -.1424E+02 -.5113E+01   .9999998 -.0005149 -.0002940
T  474 28 .1670751E+10   5038111E-02  .8900E+01 -.8368E+00   .9999999  .0000549  .0000004
T  475 28 .1671198E+10   5016525E-02 -.3639E+01  .1188E+01   .9999999 -.0000230 -.0000165
T  476 28 .1671394E+10   5034098E-02  .6584E+00 -.3010E+01   .9999999 -.0001592 -.0001392
T  477 28 .1671209E+10   5014008E-02  .3129E+01  .4690E+01   .9999999  .0000223  .0001486
T  478 28 .1670866E+10   5036955E-02 -.1816E+02  .1162E+02   .9999997 -.0006271  .0005191
T  479 28 .1671246E+10   5011003E-02  .1043E+01  .1385E+01   .9999999  .0000723  .0002286
T  480 28 .1670841E+10   5004550E-02  .2366E+02  .4774E+01   .9999991  .0012797  .0002709
T  481 28 .1671075E+10   5008292E-02 -.2769E+01 -.5389E+00   .9999999 -.0000729  .0000552
T  482 28 .1671148E+10   5001050E-02 -.4244E+01  .1416E+02   .9999998 -.0003469  .0004639
T  483 28 .1671415E+10   5008993E-02  .3660E+01 -.1064E+01   .9999999  .0000595  .0000339
T  484 28 .1671386E+10   5044468E-02  .5672E+01 -.5878E+01   .9999999  .0001311 -.0003231
T  485 28 .1670845E+10   5010341E-02  .2731E+01  .3835E+01   .9999999  .0002796 -.0000667
T  486 28 .1671084E+10   5015753E-02  .9883E+01 -.4714E+01   .9999999  .0003796 -.0002528
T  487 28 .1670943E+10   5001112E-02  .9595E+00 -.1726E+02   .9999998  .0000277 -.0006516
T  488 28 .1671151E+10   5021040E-02  .3750E+01  .1078E+00   .9999999  .0000535 -.0001316
T  489 28 .1671170E+10   5005816E-02 -.1092E+02 -.8310E+01   .9999999 -.0002795 -.0003009
T  490 28 .1671440E+10   5018824E-02  .6366E+01 -.9180E+01   .9999999  .0002478 -.0003590
T  491 28 .1671511E+10   5004822E-02 -.1123E+01  .4100E+01   .9999999 -.0000417  .0001526
T  492 28 .1671009E+10   5012323E-02  .4026E+00 -.4011E+01   .9999999 -.0001773 -.0003062
