============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.8 MeV) ==> Polyethylene( 7527 A) ====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 6674  9 .1268155E+08   7585163E-03 -.1900E+02 -.5680E+02   .9999916 -.0013604 -.0038750
T 6675  9 .1269599E+08   7569293E-03 -.6368E+00  .9333E+01   .9999992  .0003930  .0011958
T 6676  9 .1266843E+08   7527689E-03  .8570E+01  .1769E+02   .9999940  .0021189  .0027348
T 6677  9 .1269321E+08   7561562E-03 -.3217E+01 -.3326E+01   .9999974 -.0021616  .0007825
T 6678  9 .1269261E+08   7530241E-03 -.2009E+02 -.1007E+02   .9999850 -.0051177 -.0019513
T 6679  9 .1269100E+08   7539045E-03  .1133E+02  .1049E+02   .9999897  .0040817  .0019602
T 6680  9 .1269304E+08   7549904E-03 -.1016E+02  .6034E+01   .9999979 -.0012439  .0016517
T 6681  9 .1267776E+08   7539228E-03  .1075E+02 -.1198E+02   .9999874  .0046000 -.0020002
T 6682  9 .1271870E+08   7530257E-03 -.1499E+02  .3996E+02   .9999523 -.0031469  .0092448
T 6683  9 .1264889E+08   7584627E-03 -.2461E+02 -.1123E+00   .9999837 -.0056867  .0005023
T 6684  9 .1264327E+08   7557043E-03 -.3789E+01 -.5462E+01   .9999994  .0000017 -.0011263
T 6685  9 .1267218E+08   7565696E-03  .4857E+00 -.1262E+01   .9999999  .0002466  .0001401
T 6686  9 .1267539E+08   7542003E-03  .1499E+02  .8181E+01   .9999893  .0042778  .0017827
T 6687  9 .1270561E+08   7539628E-03 -.1137E+02 -.1360E+02   .9999958 -.0019432 -.0021679
T 6688  9 .1268537E+08   7539254E-03  .3959E+01  .1010E+02   .9999985  .0005657  .0016303
T 6689  9 .1273297E+08   7530108E-03 -.2518E+02  .1965E+02   .9999040 -.0101840  .0093985
T 6690  9 .1267343E+08   7547434E-03 -.2293E+02 -.4205E+01   .9999933 -.0036296 -.0004989
T 6691  9 .1267234E+08   7529796E-03  .7175E+01  .9020E+01   .9999953  .0013577  .0027409
T 6692  9 .1264068E+08   7557292E-03  .1018E+02 -.4729E+01   .9999967  .0025208 -.0005111
T 6693  9 .1266125E+08   7580953E-03  .1057E+02 -.1470E+01   .9999974  .0022574  .0003880
T 6694  9 .1269512E+08   7569881E-03 -.2402E+01 -.2572E+01   .9999979 -.0017814 -.0010273
T 6695  9 .1266963E+08   7564023E-03  .4380E+01 -.1810E+02   .9999961  .0001160 -.0027947
T 6696  9 .1270275E+08   7548087E-03 -.2787E+01  .3473E+01   .9999942 -.0007829  .0033145
T 6697  9 .1267857E+08   7571203E-03  .1228E+02  .1813E+02   .9999934  .0021035  .0029680
T 6698  9 .1271275E+08   7550382E-03 -.1341E+01  .1455E+01   .9999983  .0011507  .0014656
T 6699  9 .1270516E+08   7586722E-03 -.8063E+00  .3906E+01   .9999999 -.0001741 -.0003459
T 6700  9 .1266601E+08   7550662E-03  .7445E+01  .1034E+01   .9999983  .0007274 -.0016671
T 6701  9 .1269486E+08   7562443E-03  .8839E+01  .4548E+01   .9999992  .0012247 -.0001583
T 6702  9 .1268839E+08   7531824E-03  .3804E+01 -.3791E+01   .9999999 -.0000320  .0001411
T 6703  9 .1271232E+08   7556453E-03 -.1126E+02  .2922E+01   .9999961 -.0027520 -.0003691
T 6704  9 .1269580E+08   7541707E-03  .6876E+01 -.9357E+01   .9999979  .0012543 -.0016128
T 6705  9 .1268660E+08   7551628E-03 -.1752E+02  .4714E+01   .9999900 -.0038023  .0023639
T 6706  9 .1268586E+08   7537447E-03 -.1138E+01  .1495E+01   .9999999  .0000902 -.0001287
T 6707  9 .1267950E+08   7537815E-03 -.4996E+01  .4018E+01   .9999949 -.0022876  .0022332
T 6708  9 .1271172E+08   7528443E-03 -.8836E+01  .1400E+01   .9999944 -.0018238 -.0028075
T 6709  9 .1273133E+08   7541557E-03 -.1676E+02 -.8309E+01   .9999980 -.0018524 -.0007023
T 6710  9 .1268384E+08   7543258E-03  .1064E+02 -.2569E+01   .9999980  .0001327 -.0019788
T 6711  9 .1270356E+08   7540958E-03  .8991E+01 -.1174E+02   .9999981  .0005069 -.0019064
T 6712  9 .1268732E+08   7555242E-03  .4340E+01 -.1156E+02   .9999972  .0007160 -.0022741
T 6713  9 .1268106E+08   7537440E-03  .6931E+01  .4732E+01   .9999971  .0022037  .0009445
T 6714  9 .1272447E+08   7555161E-03 -.8942E+01 -.3180E+01   .9999968 -.0015630 -.0019711
T 6715  9 .1269511E+08   7531915E-03  .1282E+01  .2839E+02   .9999949 -.0000039  .0031997
T 6716  9 .1266530E+08   7570623E-03  .1039E+02  .1099E+02   .9999958  .0010941  .0026886
T 6717  9 .1268446E+08   7571157E-03 -.3120E+01 -.6674E+00   .9999980 -.0010575 -.0016836
T 6718  9 .1271264E+08   7566195E-03 -.2352E+01 -.3183E+00   .9999977 -.0020798 -.0005170
T 6719  9 .1271629E+08   7529197E-03  .9740E+01  .3754E+01   .9999964  .0026622  .0003476
T 6720  9 .1267782E+08   7555471E-03  .6444E+01  .4825E+01   .9999770  .0063070  .0024743
T 6721  9 .1269255E+08   7551913E-03 -.9535E+01 -.3284E+01   .9999990 -.0007277 -.0011942
T 6722  9 .1269118E+08   7564632E-03  .5135E+01 -.2114E+02   .9999787  .0027325 -.0059226
T 6723  9 .1270819E+08   7533809E-03 -.5699E+01  .1355E+02   .9999948 -.0022711  .0022845
T 6724  9 .1273512E+08   7553416E-03  .5870E+01 -.8031E+01   .9999961  .0011353 -.0025434
T 6725  9 .1267667E+08   7559704E-03 -.4232E+00  .4772E+01   .9999949 -.0026177  .0018298
T 6726  9 .1265544E+08   7547582E-03  .3111E+01  .3067E+01   .9999999  .0001736 -.0005152
T 6727  9 .1266676E+08   7552778E-03  .8539E+01  .1293E+02   .9999986 -.0002547  .0016541
T 6728  9 .1265258E+08   7552358E-03  .6648E+01 -.5861E+01   .9999990  .0007462 -.0011828
T 6729  9 .1266501E+08   7556509E-03  .1817E+01 -.4275E+01   .9999915  .0039749 -.0010938
T 6730  9 .1265188E+08   7544579E-03 -.6415E+00 -.3421E+02   .9999775 -.0003060 -.0067080
T 6731  9 .1272537E+08   7528797E-03  .3095E+01  .2291E+01   .9999975  .0022132 -.0003082
T 6732  9 .1269579E+08   7565552E-03 -.6641E+01  .4557E+01   .9999968 -.0025237  .0002326
T 6733  9 .1269602E+08   7547851E-03  .1673E+01  .1232E+01   .9999996  .0008114  .0002353
T 6734  9 .1268086E+08   7554763E-03  .3394E+02  .2331E+02   .9999336  .0108254  .0039393
T 6735  9 .1269368E+08   7563615E-03  .2641E+02  .4592E+02   .9998758  .0075718  .0138236
T 6736  9 .1271216E+08   7570627E-03  .5115E+01  .9373E+01   .9999813  .0020494  .0057676
T 6737  9 .1267620E+08   7565454E-03  .1326E+02  .1656E+00   .9999979  .0019372 -.0006832
T 6738  9 .1271505E+08   7555095E-03  .6394E+01  .4797E+01   .9999977  .0017226  .0012866
T 6739  9 .1265157E+08   7568160E-03 -.4086E+00  .2620E+01   .9999951 -.0000469  .0031373
T 6740  9 .1266388E+08   7557052E-03 -.4137E+01 -.1482E+02   .9999970 -.0020687 -.0013392
T 6741  9 .1266530E+08   7588057E-03 -.1513E+02 -.1608E+02   .9999932 -.0029734 -.0021910
T 6742  9 .1269848E+08   7541867E-03 -.2007E+01  .1743E+01   .9999926  .0012130  .0036575
T 6743  9 .1273621E+08   7551472E-03  .3957E+00  .9773E+01   .9999967  .0005706  .0025064
T 6744  9 .1270077E+08   7574107E-03  .5642E+00  .1000E+02   .9999916 -.0021024  .0035123
T 6745  9 .1271139E+08   7580428E-03 -.1030E+02  .1396E+00   .9999973 -.0023019 -.0000553
T 6746  9 .1269693E+08   7549605E-03  .4849E+01  .3944E+01   .9999983  .0001426  .0018132
T 6747  9 .1268771E+08   7574199E-03 -.1331E+02 -.1265E+02   .9999895 -.0030598 -.0034011
T 6748  9 .1268233E+08   7550498E-03 -.6965E+01 -.9094E+01   .9999875 -.0032265 -.0038070
T 6749  9 .1265920E+08   7534861E-03  .4712E+01  .2813E+01   .9999996  .0001715  .0008903
T 6750  9 .1267567E+08   7543277E-03  .1708E+02  .6353E+01   .9999576  .0086865  .0030543
T 6751  9 .1272385E+08   7548006E-03  .6005E+01 -.3303E+01   .9999958  .0013638 -.0025437
T 6752  9 .1267500E+08   7529307E-03  .1280E+02  .4651E+01   .9999872  .0050034  .0007495
T 6753  9 .1269269E+08   7560062E-03  .3968E+01  .1217E+00   .9999976  .0005971 -.0020938
T 6754  9 .1268715E+08   7572233E-03 -.2092E+02  .7683E+01   .9999898 -.0036837  .0026156
T 6755  9 .1273398E+08   7529686E-03  .1782E+02  .5259E+01   .9999934  .0036236 -.0002026
T 6756  9 .1272545E+08   7538777E-03 -.4260E+00 -.4820E+01   .9999990  .0012190 -.0007434
T 6757  9 .1268820E+08   7541801E-03 -.9402E+01 -.2141E+02   .9999871 -.0022841 -.0045357
T 6758  9 .1268064E+08   7560110E-03 -.1042E+01  .9853E+01   .9999956  .0015989  .0025141
T 6759  9 .1260529E+08   7562124E-03 -.5515E+01  .3505E+01   .9999982 -.0017289  .0008128
T 6760  9 .1269902E+08   7547232E-03  .6230E+01  .5378E+01   .9999971  .0021602  .0010518
T 6761  9 .1270182E+08   7537700E-03  .8213E+00 -.4797E+01   .9999928  .0025986 -.0027769
T 6762  9 .1267706E+08   7543390E-03 -.2726E+02 -.7283E+01   .9999866 -.0050963 -.0009547
T 6763  9 .1269508E+08   7540914E-03 -.4932E+01  .5952E+01   .9999874 -.0043984 -.0024139
T 6764  9 .1268237E+08   7558537E-03  .4685E+01 -.2645E+02   .9999753  .0004022 -.0070216
T 6765  9 .1267638E+08   7538743E-03 -.1259E+01 -.9337E+01   .9999983  .0002727 -.0018202
T 6766  9 .1266960E+08   7582623E-03 -.6107E+01 -.5136E+01   .9999945 -.0033074  .0001694
T 6767  9 .1269074E+08   7528085E-03  .4577E+01 -.4035E+01   .9999998  .0006144  .0001177
T 6768  9 .1269603E+08   7577326E-03  .1354E+02  .1498E+02   .9999806  .0030618  .0054317
T 6769  9 .1272170E+08   7542289E-03  .3485E+01  .1173E+02   .9999954  .0000374  .0030333
T 6770  9 .1267974E+08   7529816E-03  .4787E+01  .5219E+01   .9999973  .0023107  .0003226
T 6771  9 .1270725E+08   7562721E-03 -.5132E+02  .3913E+02   .9998878 -.0122112  .0086723
T 6772  9 .1270605E+08   7536284E-03 -.8490E+01  .3817E+01   .9999917 -.0040797 -.0001115
T 6773  9 .1272604E+08   7565341E-03  .1399E+02  .1309E+02   .9999943  .0030874  .0013589
T 6774  9 .1267985E+08   7596069E-03  .2411E+01 -.5627E+01   .9999998 -.0002424  .0005411
T 6775  9 .1268186E+08   7530992E-03  .1316E+02 -.1062E+02   .9999897  .0036078 -.0027419
T 6776  9 .1268287E+08   7557353E-03  .8454E+01  .9892E+01   .9999990  .0010165  .0009914
T 6777  9 .1267375E+08   7530651E-03 -.1976E+02  .6824E+01   .9999958 -.0023414  .0016916
T 6778  9 .1267979E+08   7574197E-03 -.7587E+01  .3774E+01   .9999993 -.0011427  .0002418
T 6779  9 .1270287E+08   7536156E-03  .1065E+02 -.7417E+01   .9999971  .0016589 -.0017448
T 6780  9 .1268146E+08   7541313E-03  .1150E+02  .7217E+01   .9999431  .0096868 -.0044683
T 6781  9 .1268019E+08   7559874E-03 -.4280E+00  .1382E+02   .9999950 -.0005631  .0031130
T 6782  9 .1270014E+08   7543543E-03  .2067E+02 -.5897E+01   .9999912  .0040942 -.0008624
T 6783  9 .1267620E+08   7532068E-03  .1441E+02  .1441E+02   .9999961  .0017385  .0021923
T 6784  9 .1267789E+08   7563612E-03  .1243E+02 -.4654E+01   .9999929  .0035869 -.0011686
T 6785  9 .1268925E+08   7528398E-03 -.1046E+01 -.1513E+02   .9999904  .0026673 -.0034833
T 6786  9 .1271613E+08   7535349E-03  .1166E+02 -.2983E+01   .9999937  .0034847 -.0006843
T 6787  9 .1271104E+08   7534031E-03  .6486E+01 -.2378E+01   .9999970  .0024559 -.0000907
T 6788  9 .1270302E+08   7546605E-03 -.2177E+02  .3227E+01   .9999934 -.0035235  .0009166
T 6789  9 .1270737E+08   7558529E-03  .3510E+02  .8097E+01   .9999825  .0058796 -.0006921
T 6790  9 .1270562E+08   7538614E-03 -.5128E+01 -.1961E+02   .9999880 -.0010870 -.0047858
T 6791  9 .1269308E+08   7555730E-03  .1470E+02  .1457E+02   .9999973  .0021975  .0007728
T 6792  9 .1268115E+08   7539748E-03 -.5218E+01 -.1500E+02   .9999847 -.0016790 -.0052684
T 6793  9 .1268673E+08   7540597E-03 -.9930E+01 -.4500E+01   .9999994 -.0010954 -.0002243
T 6794  9 .1263672E+08   7564710E-03 -.3746E+00 -.1537E+01   .9999999 -.0001657  .0001091
T 6795  9 .1266938E+08   7537515E-03  .1094E+02  .9758E+01   .9999922  .0031943 -.0023246
T 6796  9 .1275938E+08   7545586E-03  .9316E+01  .7648E+01   .9999915  .0032155  .0025796
T 6797  9 .1266732E+08   7534334E-03  .6248E+01  .1932E+01   .9999996 -.0000338  .0008639
T 6798  9 .1266677E+08   7570808E-03 -.2261E+01 -.6010E+01   .9999992  .0012189  .0002920
T 6799  9 .1273416E+08   7528127E-03  .1126E+01 -.6911E+01   .9999982 -.0002245 -.0019015
T 6800  9 .1268766E+08   7540035E-03  .2106E+02 -.3105E+02   .9999692  .0027092 -.0073690
T 6801  9 .1267214E+08   7559533E-03  .9224E+01  .2034E+01   .9999930  .0037267  .0004130
T 6802  9 .1268314E+08   7550592E-03 -.2499E+01  .1762E+02   .9999903 -.0018048  .0040181
T 6803  9 .1269190E+08   7536802E-03  .2685E+01 -.6121E+01   .9999907  .0016582 -.0039815
T 6804  9 .1267172E+08   7571665E-03  .7741E+01  .2936E+00   .9999814  .0056519 -.0023024
T 6805  9 .1266136E+08   7585818E-03  .1298E+02  .6644E+01   .9999927  .0034424  .0016622
T 6806  9 .1270368E+08   7533292E-03 -.1382E+02  .3251E+01   .9999925 -.0027038  .0027827
T 6807  9 .1267896E+08   7584009E-03 -.1654E+02 -.4737E+02   .9999390 -.0029839 -.0106340
T 6808  9 .1268365E+08   7544340E-03  .9351E+01 -.1479E+02   .9999930  .0027875 -.0025127
T 6809  9 .1266748E+08   7539988E-03 -.3071E+00 -.2585E+01   .9999981 -.0001907 -.0019346
T 6810  9 .1268210E+08   7554123E-03 -.6243E-01  .1589E+02   .9999832  .0014622  .0056136
T 6811  9 .1268521E+08   7560712E-03 -.9778E+01 -.2041E+01   .9999958 -.0023229 -.0017276
T 6812  9 .1268764E+08   7574081E-03 -.4928E-01 -.2132E+02   .9999740 -.0004284 -.0071996
T 6813  9 .1265610E+08   7527246E-03 -.1823E+01  .1089E+02   .9999988 -.0002089  .0015584
T 6814  9 .1272018E+08   7529606E-03 -.1704E+02  .2315E+01   .9999970 -.0022619 -.0009240
T 6815  9 .1271052E+08   7558136E-03 -.2163E+01 -.1490E+02   .9999980  .0002079 -.0020125
T 6816  9 .1268880E+08   7589608E-03  .2351E+02 -.5004E+02   .9999583  .0025896 -.0087533
T 6817  9 .1263423E+08   7553802E-03  .4201E+01  .2169E+01   .9999996  .0004150  .0008092
T 6818  9 .1270000E+08   7543688E-03 -.5388E+01  .1301E+02   .9999930 -.0012288  .0035291
T 6819  9 .1272615E+08   7554403E-03  .2301E+02 -.2271E+00   .9999714  .0074072 -.0015327
T 6820  9 .1270573E+08   7590288E-03 -.3521E+01 -.4701E+02   .9998948 -.0015668 -.0144218
T 6821  9 .1265254E+08   7545016E-03 -.1589E+02  .4504E+02   .9999490 -.0032780  .0095533
T 6822  9 .1265696E+08   7577092E-03  .2767E+01  .1141E+01   .9999999 -.0002208 -.0002341
T 6823  9 .1268300E+08   7559771E-03 -.8972E+00 -.5189E+01   .9999982 -.0004384 -.0018486
T 6824  9 .1266877E+08   7543614E-03 -.3512E+01  .2589E+01   .9999998  .0005808  .0003991
T 6825  9 .1269167E+08   7563541E-03  .3030E+02 -.1219E+01   .9999839  .0056437  .0005004
T 6826  9 .1266811E+08   7540611E-03 -.4800E+01  .9611E+01   .9999957 -.0011802  .0026968
T 6827  9 .1267425E+08   7536578E-03  .1374E+03  .8160E+02   .9995960  .0261318  .0111770
T 6828  9 .1267231E+08   7590799E-03  .8604E+01  .1388E+02   .9999964  .0011060  .0024608
T 6829  9 .1267443E+08   7529534E-03  .1556E+01 -.5206E+01   .9999983  .0011533 -.0014450
T 6830  9 .1265905E+08   7588400E-03 -.2092E+02 -.9480E+01   .9999764 -.0065375 -.0021066
T 6831  9 .1265845E+08   7590098E-03  .9680E+01  .4508E+01   .9999923  .0038923  .0004939
T 6832  9 .1269308E+08   7568339E-03 -.6849E+01 -.5719E+01   .9999993  .0007111 -.0009782
T 6833  9 .1271054E+08   7552018E-03 -.4591E+01  .2402E+00   .9999983 -.0018207 -.0000957
T 6834  9 .1268888E+08   7555133E-03  .2111E+02  .2808E+02   .9999560  .0062037  .0070408
T 6835  9 .1269626E+08   7551423E-03 -.3806E+01  .1310E+02   .9999968  .0009275  .0023653
T 6836  9 .1269451E+08   7577453E-03 -.5079E+01  .8845E+01   .9999959 -.0014788  .0024427
T 6837  9 .1271661E+08   7533385E-03 -.2439E+02 -.5768E+00   .9999797 -.0060218  .0020891
T 6838  9 .1271723E+08   7587466E-03  .1940E+02  .3465E+02   .9999857  .0016763  .0050800
T 6839  9 .1266044E+08   7588456E-03 -.1557E+02 -.5652E+01   .9999900 -.0041676 -.0016132
T 6840  9 .1263387E+08   7541268E-03 -.1114E+02  .3861E+02   .9999874 -.0029024  .0040910
T 6841  9 .1268128E+08   7546507E-03  .1049E+02  .1381E+02   .9999895  .0010513  .0044605
T 6842  9 .1267956E+08   7560211E-03  .1169E+02 -.1325E+02   .9999866  .0034317 -.0038722
T 6843  9 .1266229E+08   7563346E-03  .1438E+02 -.3593E+01   .9999933  .0033016 -.0016113
T 6844  9 .1272556E+08   7533303E-03  .6448E+01 -.5679E+01   .9999977  .0012551 -.0017129
T 6845  9 .1267967E+08   7583541E-03  .3923E+01 -.1055E+02   .9999960  .0006159 -.0027658
T 6846  9 .1272046E+08   7559180E-03 -.2847E+01  .7589E+01   .9999983 -.0001469  .0018538
T 6847  9 .1268841E+08   7546104E-03 -.9668E+01  .9829E+01   .9999880 -.0012283  .0047369
T 6848  9 .1263802E+08   7554025E-03  .9735E+01 -.5975E+01   .9999990 -.0010544  .0009940
T 6849  9 .1264791E+08   7553507E-03  .1018E+02 -.1134E+01   .9999965  .0013682  .0022658
T 6850  9 .1267404E+08   7573745E-03 -.3159E+01 -.7602E+01   .9999985 -.0007847 -.0015188
T 6851  9 .1270307E+08   7549823E-03  .7917E+01  .8549E+01   .9999970  .0021442  .0011996
T 6852  9 .1261273E+08   7569008E-03 -.6337E+02 -.2190E+03   .9980448 -.0186530 -.0596543
T 6853  9 .1269725E+08   7565794E-03  .4169E+01 -.4221E+01   .9999979  .0020415 -.0003013
T 6854  9 .1267075E+08   7587731E-03  .4559E+01  .4046E+00   .9999993  .0010506  .0004502
T 6855  9 .1269197E+08   7551941E-03  .1037E+01  .2376E+01   .9999985  .0006596  .0015904
T 6856  9 .1265339E+08   7557624E-03  .8375E+01  .1340E+02   .9999907  .0034810  .0025332
T 6857  9 .1270599E+08   7549205E-03 -.1124E+02 -.1120E+02   .9999887 -.0040336 -.0025046
T 6858  9 .1268818E+08   7570277E-03  .9338E+00  .5644E+01   .9999961 -.0021010  .0018295
T 6859  9 .1269418E+08   7553528E-03  .3156E+01 -.1325E+02   .9999978  .0016858 -.0012661
T 6860  9 .1271977E+08   7584820E-03  .2113E+01  .1752E+01   .9999995  .0005402  .0008548
T 6861  9 .1265744E+08   7553772E-03 -.7195E+01  .1879E+02   .9999934 -.0012251  .0034225
T 6862  9 .1270944E+08   7537032E-03 -.7709E+01  .1080E+02   .9999962 -.0007913  .0026542
T 6863  9 .1269462E+08   7541635E-03 -.3884E+01  .8292E+00   .9999988 -.0014360 -.0005841
T 6864  9 .1271742E+08   7597034E-03 -.3239E+01  .3660E+01   .9999998  .0000727  .0006635
T 6865  9 .1263323E+08   7546607E-03 -.2990E+01  .1262E+02   .9999929 -.0014385  .0034769
T 6866  9 .1271952E+08   7534302E-03  .1742E+01  .1717E+02   .9999875  .0011146  .0048666
T 6867  9 .1272193E+08   7527162E-03 -.8266E+00  .8918E+01   .9999999  .0002846  .0002279
T 6868  9 .1266993E+08   7556193E-03  .3953E+00 -.6432E+01   .9999992  .0012017 -.0002635
T 6869  9 .1266550E+08   7531983E-03 -.5123E+01 -.1256E+02   .9999973 -.0011573 -.0019965
T 6870  9 .1265647E+08   7537862E-03  .6545E+00  .1016E+02   .9999951  .0007651  .0030298
T 6871  9 .1270468E+08   7568641E-03  .1087E+02 -.8196E+01   .9999966  .0006318 -.0025326
T 6872  9 .1270344E+08   7566744E-03  .1327E+02 -.1743E+02   .9999892  .0034167 -.0031538
T 6873  9 .1269529E+08   7589036E-03  .8099E+01  .6085E+01   .9999980  .0019078  .0006260
T 6874  9 .1267371E+08   7547609E-03  .4066E+01 -.8339E+01   .9999972  .0016438 -.0017254
T 6875  9 .1268522E+08   7551320E-03  .2236E+02 -.5364E+02   .9999608  .0041348 -.0078303
T 6876  9 .1270030E+08   7549693E-03 -.4546E+01 -.8071E+00   .9999986 -.0016539 -.0000815
T 6877  9 .1266830E+08   7577400E-03 -.1542E+01 -.6544E+01   .9999998 -.0005612  .0001093
T 6878  9 .1266782E+08   7537863E-03  .5440E+00 -.7320E+00   .9999985 -.0001253 -.0017334
T 6879  9 .1269832E+08   7532489E-03  .6365E+01 -.1330E+01   .9999977  .0020663 -.0004928
T 6880  9 .1269166E+08   7537588E-03  .3241E+00  .1195E+02   .9999990  .0009331  .0010431
T 6881  9 .1264495E+08   7553350E-03 -.3095E+01  .3316E+01   .9999992 -.0009165  .0008902
T 6882  9 .1266547E+08   7529571E-03  .5780E+01 -.6285E+01   .9999999 -.0000342 -.0005412
T 6883  9 .1265744E+08   7532579E-03 -.3842E+01 -.1266E+02   .9999960 -.0018181 -.0021637
T 6884  9 .1267201E+08   7573798E-03 -.4974E+01 -.4046E+01   .9999970 -.0024287 -.0002702
T 6885  9 .1266976E+08   7529657E-03  .1624E+01 -.1408E+00   .9999993  .0011506 -.0004193
T 6886  9 .1268883E+08   7571770E-03 -.4633E+01 -.5628E+00   .9999906 -.0018058 -.0039357
T 6887  9 .1274360E+08   7538425E-03 -.2907E+02  .3472E+00   .9999833 -.0054903 -.0018284
T 6888  9 .1269367E+08   7565643E-03  .4040E-01  .3402E+00   .9999999 -.0001731 -.0004204
T 6889  9 .1268442E+08   7530777E-03  .3808E+01 -.6029E+01   .9999984 -.0005968 -.0016946
T 6890  9 .1269924E+08   7553870E-03 -.7997E+01 -.6241E+01   .9999983 -.0004194 -.0018225
T 6891  9 .1268740E+08   7540591E-03  .2603E+02 -.8024E+01   .9999832  .0050732 -.0028205
T 6892  9 .1271342E+08   7553762E-03  .8725E+01  .4043E+01   .9999979  .0020116  .0003223
T 6893  9 .1265191E+08   7553401E-03 -.7386E+01 -.5440E+01   .9999982 -.0015364 -.0011397
T 6894  9 .1267795E+08   7532230E-03 -.3851E+01 -.2657E+01   .9999986 -.0008934 -.0013819
T 6895  9 .1264681E+08   7549046E-03  .1004E+01 -.3535E+01   .9999996 -.0009429 -.0001046
T 6896  9 .1266460E+08   7529923E-03 -.3976E+01 -.3297E+01   .9999925 -.0014635 -.0035963
T 6897  9 .1270672E+08   7531773E-03 -.5187E+02 -.2368E+02   .9999556 -.0089290 -.0029961
T 6898  9 .1270843E+08   7530527E-03  .1130E+02  .5901E+01   .9999989  .0014495  .0002219
T 6899  9 .1265213E+08   7559447E-03  .1034E+02 -.3400E+01   .9999991  .0013300 -.0003362
T 6900  9 .1273514E+08   7541033E-03 -.2618E+02 -.3470E+01   .9999679 -.0079107 -.0012573
T 6901  9 .1268003E+08   7565316E-03 -.7635E+01 -.1516E+02   .9999912 -.0003038 -.0041860
T 6902  9 .1266425E+08   7538242E-03  .1351E+02 -.2319E+02   .9999561  .0061401 -.0070827
T 6903  9 .1273973E+08   7535386E-03 -.1627E+02 -.6585E+01   .9999819 -.0051606  .0030811
T 6904  9 .1271793E+08   7535201E-03  .2629E+01 -.1951E+01   .9999997 -.0007424 -.0000286
T 6905  9 .1267893E+08   7530641E-03  .3248E+01 -.3397E+02   .9999602  .0010051 -.0088649
T 6906  9 .1269018E+08   7557613E-03  .2232E+02  .1258E+01   .9999830  .0058178 -.0003011
T 6907  9 .1269576E+08   7539549E-03 -.1554E+02 -.1796E+00   .9999995 -.0007397  .0006258
T 6908  9 .1271027E+08   7561254E-03 -.6207E+01  .1294E+02   .9999969 -.0023325  .0009227
T 6909  9 .1268806E+08   7527084E-03 -.1374E+02  .1766E+02   .9999970 -.0017630  .0016972
T 6910  9 .1270283E+08   7549128E-03  .1036E+02  .2412E+01   .9999997  .0003124  .0007202
T 6911  9 .1264404E+08   7531934E-03  .3735E+01  .6168E+02   .9998196  .0029926  .0187559
T 6912  9 .1266638E+08   7581086E-03 -.2088E+00 -.2546E+02   .9999857  .0012878 -.0051874
